column1,Date,Headline
11268,2011-11-09,Europe shares rally on Italian PM's exit pledge
11269,2011-11-09,Europe Factors-Shares seen up as Berlusconi plans to quit
11270,2011-11-09,Futures signal stronger open for European stocks
11271,2011-11-09,Europe shares to jump on Berlusconi's plan to quit
11272,2011-11-08,European shares rise on earnings, Italy in focus
11273,2011-11-08,European shares climb on earnings; focus on Italy
11274,2011-11-08,European shares bounce as earnings beat forecasts
11275,2011-11-08,European shares rise on upbeat corporate news
11276,2011-11-08,Europe Factors-Shares set to rise; SocGen eyed
11277,2011-11-08,Europe stock index futures signal rebound
11278,2011-11-08,Bookies see Europe stocks tracking Wall St gains
11279,2011-11-07,Soaring Italian debt costs send European shares lower
11280,2011-11-07,European shares fall on Italian political turmoil
11281,2011-11-07,European shares briefly turn positive; Italy leads
11282,2011-11-07,Italian debt jitters knock European stocks lower
11283,2011-11-07,European shares cut losses on Berlusconi talk
11284,2011-11-07,European shares hit by Italian political turmoil
11285,2011-11-07,Europe Factors-Shares seen opening lower on Italy, Greece
11286,2011-11-07,Futures signal lower open for European equities
11287,2011-11-04,European shares fall as Italian bond yields surge
11288,2011-11-04,Italian banks lead European shares lower
11289,2011-11-04,Europe shares extend falls on bailout fund worries
11290,2011-11-04,European shares fall after Merkel comment, U.S. jobs
11291,2011-11-04,European shares inch higher after U.S. jobs data
11292,2011-11-04,Euro shares edge higher on Greece consensus hopes
11293,2011-11-04,European shares briefly turn negative on Greece
11294,2011-11-04,European shares edge up on Greece political hopes
11295,2011-11-04,Europe Factors-Shares set to rise on Greek hopes
11296,2011-11-03,Europe shares rise on ECB rate cut, Greece optimism
11297,2011-11-03,Europe shares surge on ECB rate cut, Greek optimism
11298,2011-11-03,European shares trim gains after weak U.S. data
11299,2011-11-03,Europe shares extend rally after ECB rate cut
11300,2011-11-03,Europe shares rally on hopes Greek vote ditched
11301,2011-11-03,European shares up on hope of Greek govt collapse
11302,2011-11-03,Europe shares rally on Greek govt collapse talk
11303,2011-11-03,European shares aided by Greek govt collapse talk
11304,2011-11-03,European shares drop on Greek euro concerns
11305,2011-11-03,Europe Factors-Shares seen sharply down on debt woes
11306,2011-11-03,Futures signal steep declines for European stocks
11307,2011-11-03,Bookies predict European share prices opening down
11308,2011-11-02,European shares gain on banks, earnings news
11309,2011-11-02,European shares rise as banks rebound
11310,2011-11-02,Europe shares fall again on euro zone worries
11311,2011-11-02,European shares resume sell-off as banks fall
11312,2011-11-02,Europe shares turn flat; nagging Greek fears weigh
11313,2011-11-02,European shares halt sell-off ahead of Fed
11314,2011-11-02,Europe shares rebound from 2-day selloff, Fed eyed
11315,2011-11-02,Europe Factors-Shares seen higher, focus on Fed meeting
11316,2011-11-02,Futures point to higher open for European equities
11317,2011-11-02,European shares seen higher on Fed meeting hopes
11318,2011-11-01,European shares slide on Greek debt-deal vote plan
11319,2011-11-01,European shares extend losses, banks plummet
11320,2011-11-01,Greek referendum spooks European stock markets
11321,2011-11-01,European shares sink on Greek referendum news
11322,2011-11-01,European shares extend early losses as banks sink
11323,2011-11-01,Europe shares tumble on Greek referendum news
11324,2011-11-01,European Factors-Shares set to fall on Greece worries
11325,2011-11-01,Futures show European shares to fall on Greece woes
11326,2011-11-01,European shares set to fall - financial bookmakers
11327,2011-10-31,European shares fall on Italian debt fears
11328,2011-10-31,Europe shares hit by revived Italian debt fears
11329,2011-10-31,Banks prompt end-month sputter for European shares
11330,2011-10-31,European shares fall as stronger dollar hits miners
11331,2011-10-31,European shares extend falls; banks weaker
11332,2011-10-31,European shares fall as Japan move hurts miners
11333,2011-10-31,Europe Factors-Shares set to fall; miners seen under pressure
11334,2011-10-31,Futures signal lower open for European equities
11335,2011-10-28,European shares slip after Italy rattles investors
11336,2011-10-28,European shares make fifth week of gains
11337,2011-10-28,REFILE-European shares edge lower after EU deal euphoria
11338,2011-10-28,European shares turn negative; Italian stocks fall
11339,2011-10-28,European shares stay upbeat on EU deal euphoria
11340,2011-10-28,European shares extend Thursday's rally on EU deal
11341,2011-10-28,European shares stay buoyant by EU anti-crisis deal
11342,2011-10-28,Europe Factors-Shares seen up, head for best month in 30 months
11343,2011-10-28,Futures point to more gains for European equities
11344,2011-10-27,Banks lead surge in European shares on debt deal
11345,2011-10-27,Europe shares hit 12-week closing high on debt deal
11346,2011-10-27,European shares extend gains on debt deal
11347,2011-10-27,REFILE-Europe shares-Debt deal lifts bank stocks
11348,2011-10-27,European shares extend gains on debt deal
11349,2011-10-27,Debt deal propels European shares to 12-week high
11350,2011-10-27,European shares hit 12-week high on EU debt deal
11351,2011-10-27,Europe Factors-Shares seen jumping after EU summit
11352,2011-10-27,European shares seen sharply up on debt plan
11353,2011-10-27,European shares seen opening sharply higher on EU plan
11354,2011-10-26,Earnings news, US data keep European shares afloat
11355,2011-10-26,RPT-European shares inch higher on data, earnings
11356,2011-10-26,European shares inch higher on data, earnings
11357,2011-10-26,European shares inch up ahead of debt summit
11358,2011-10-26,European shares flat ahead of debt crisis summit
11359,2011-10-26,European shares turn negative ahead of summit
11360,2011-10-26,REFILE-European shares edge up on earnings news
11361,2011-10-26,Europe Factors-Shares seen down ahead of debt summit
11362,2011-10-26,Futures signal lower open for European equities
11363,2011-10-25,Europe shares fall from 11-wk high ahead of summit
11364,2011-10-25,European shares fall ahead of crucial EU summit
11365,2011-10-25,REFILE-European shares retreat on Merkel comments
11366,2011-10-25,Earnings propel European shares to 11-week high
11367,2011-10-25,European shares flat in cautious trade
11368,2011-10-25,Europe Factors-Shares seen falling ahead of summit
11369,2011-10-25,European shares seen lower on summit worries
11370,2011-10-25,European shares seen lower - financial bookmakers
11371,2011-10-24,Miners boost European shares on China data
11372,2011-10-24,European shares inch higher on miners
11373,2011-10-24,European shares edge higher on debt plan hopes
11374,2011-10-24,European shares extend rally on debt plan hopes
11375,2011-10-24,Europe Factors-Shares to extend gains on euro deal hopes, data
11376,2011-10-24,Futures signal stronger open for European equities
11377,2011-10-21,Hopes of bold EU plan boost European stocks
11378,2011-10-21,Europe shares rally on hopes of bold EU plan
11379,2011-10-21,European shares extend gains on debt hopes
11380,2011-10-21,European shares bounce on EU debt plan hopes
11381,2011-10-21,European shares rise on EU summit hopes
11382,2011-10-21,European shares rise on EU summit hope
11383,2011-10-21,Europe Factors-Shares seen opening higher ahead of summit
11384,2011-10-21,Futures signal higher open for European equities
11385,2011-10-20,European shares hit by euro zone jitters
11386,2011-10-20,European shares hit 2-wk closing low; banks slip
11387,2011-10-20,European shares briefly pare losses after US data
11388,2011-10-20,European shares trim losses on EFSF guidelines
11389,2011-10-20,European shares trim losses on EFSF document
11390,2011-10-20,European shares fall on fading summit hopes
11391,2011-10-20,European shares fall on summit pessimism
11392,2011-10-20,Europe Factors-European shares seen lower as debt hope fades
11393,2011-10-20,European shares seen dropping on summit concerns
11394,2011-10-20,European shares seen lower as EU summit hopes fade
11395,2011-10-19,EU summit debt plan hopes lift European shares
11396,2011-10-19,European shares rise on EU summit hopes
11397,2011-10-19,European stocks lifted by revived hope of bold EU plan
11398,2011-10-19,European shares rise on rescue fund optimism
11399,2011-10-19,European shares extend gains as banks rally
11400,2011-10-19,European shares edge higher on rescue fund optimism
11401,2011-10-19,European shares rise on rescue fund report
11402,2011-10-19,Europe Factors-Shares set to jump; gains may be short-lived
11403,2011-10-19,Futures signal higher open for European shares
11404,2011-10-19,Bookies see stronger open for European stocks
11405,2011-10-18,French banks, miners drag European shares lower
11406,2011-10-18,European shares lower as French banks hit
11407,2011-10-18,Shy Shalit a haunting symbol for Israelis
11408,2011-10-18,Miners lead European shares lower on China data
11409,2011-10-18,Moody's warning, China data hurt European equities
11410,2011-10-18,European shares fall on Moody's warning, China data
11411,2011-10-18,Europe Factors-Shares seen extending retreat
11412,2011-10-18,European stock index futures point to lower open
11413,2011-10-18,Bookies see Europe stocks extend retreat
11414,2011-10-17,European shares fall on debt caution; banks down
11415,2011-10-17,European shares fall on euro zone debt caution
11416,2011-10-17,European shares extend falls on debt caution
11417,2011-10-17,European shares extend falls on German finmin caution
11418,2011-10-17,European shares off highs as Schaeuble tempers hopes
11419,2011-10-17,European shares hit 10-week high on debt plan hopes
11420,2011-10-17,Europe shares extend early gains, led by cyclicals
11421,2011-10-17,Europe shares gain further as debt jitters ease
11422,2011-10-17,Europe Factors-Shares to extend gains on euro debt hopes
11423,2011-10-17,Futures signal strong open for European equities
11424,2011-10-17,Bookies see strong open for European stocks
11425,2011-10-14,European shares notch up a third week of gains
11426,2011-10-14,European shares resumes rally; resistance looms
11427,2011-10-14,European shares boosted by strong earnings results
11428,2011-10-14,European shares turn negative; banks fall
11429,2011-10-14,European shares gain on earnings news
11430,2011-10-14,RPT-Europe Factors-Shares to open higher; focus on techs, miners
11431,2011-10-14,Futures signal stronger open for European equities
11432,2011-10-13,European shares retreat as banks, miners slip
11433,2011-10-13,European shares hit by heavy bank falls
11434,2011-10-13,European shares fall on China data, ECB warning
11435,2011-10-13,Miners lead European shares lower on weak China data
11436,2011-10-13,RPT-European shares turn positive; Rolls-Royce surges
11437,2011-10-13,European shares turn positive; Rolls-Royce surges
11438,2011-10-13,European shares fall on weak Chinese trade data
