,data,headline
3068,"February 15, 2016",Ukraine and Russia in truck stand-off
3069,"February 10, 2016","EU, US strike derivatives deal"
3070,"February 9, 2016",White House concedes TTIP conclusion unlikely under Obama
3071,"February 7, 2016",EU faces tough sell on TTIP compromise
3072,"February 3, 2016",European Parliament backs global services trade pact
3073,"January 29, 2016",Commission calls for fines against protectionist trade partners
3074,"January 28, 2016","France, Iran hail ‘new chapter’ after Paris talks"
3075,"January 26, 2016",Obama ‘completely committed’ to conclude EU trade deal in 2016
3076,"January 26, 2016",No nudity for Iranian president
3077,"January 21, 2016",Doha may be dead. Long live free trade
3078,"January 18, 2016",MEPs support ambitious global trade pact
3079,"January 16, 2016",Why TTIP is stuck in the muck
3080,"January 13, 2016",Secret legal opinion inflames China trade fight
3081,"January 8, 2016",Kenny: Ireland will stay in EU no matter what
3082,"January 7, 2016",Israel cabinet to vote on tit-for-tat EU labeling
3083,"January 4, 2016",How one phrase divided the EU and Israel
3084,"January 4, 2016",The EU must not betray Cuba
3085,"January 1, 2016",Australia tobacco clash reverberates in EU trade talks
3086,"December 30, 2015",Obama sets trade mission to Germany
3087,"December 29, 2015",Obama’s 2016 world tour
3088,"December 21, 2015","Economic Ideas Forum, inspiring ideas into policy action:  7 key takeaways"
3089,"December 17, 2015",Facts vs feelings on food safety
3090,"December 14, 2015",Nairobi is make-or-break moment for WTO
3091,"December 10, 2015",Renzi blocks smooth extension of Russia sanctions
3092,"December 9, 2015",Canada’s fresh push for EU trade deal
3093,"December 9, 2015",Froman: Window closing for TTIP deal before next administration
3094,"December 9, 2015",EU struggles to renew deal with Big Tobacco
3095,"November 6, 2015",Malmström: TTIP should be ‘sustainable’
3096,"November 2, 2015",Securing a bright trading future
3097,"November 2, 2015",China’s European investment
3098,"October 28, 2015",Froman tells UK: No to EU means no to trade deal
3099,"October 23, 2015",Official: Next four months critical for TTIP completion
3100,"October 14, 2015",Malmström tries a new tack on TTIP
3101,"October 7, 2015",Clinton sides with progressives against Obama trade deal
3102,"October 6, 2015",Court ‘drops bomb’ on US companies
3103,"October 5, 2015",Not so fast: How Washington could kill the trade deal
3104,"October 5, 2015",U.S. reaches deal on historic trade pact
3105,"October 4, 2015",U.S. officials optimistic they will close giant Asian trade deal
3106,"September 29, 2015",EU ambassador: TTIP conclusion next year ‘feasible’
3107,"September 29, 2015",TTIP negotiations not even half done
3108,"September 28, 2015",A smackdown before the Putin-Obama sitdown
3109,"September 18, 2015",EU industry tries to block new trade rights for China
3110,"September 17, 2015",Malmström: EU leaders must fight for TTIP
3111,"September 17, 2015",BBC to launch Netflix-style U.S. streaming service
3112,"September 17, 2015",Talks in the fall could make or break historic deal
3113,"September 17, 2015",ISDS: The most toxic acronym in Europe
3114,"September 17, 2015",Will TTIP be an ‘economic NATO’?
3115,"September 16, 2015",Malmström pitches new TTIP court
3116,"September 14, 2015",Australian power play has EU implications
3117,"September 2, 2015",Obama prevails on Iran deal
3118,"August 28, 2015",Redact this
3119,"August 11, 2015",Wikileaks offers bounty for TTIP texts
3120,"August 11, 2015",Iran’s European enablers
3121,"August 1, 2015",Ministers fail to clinch major trade pact
3122,"July 27, 2015","Rice, milk and cars stand in way of historic trade pact"
3123,"July 21, 2015",Don’t move my cheese
3124,"July 20, 2015",Race is on for Iran’s (future) riches
3125,"July 1, 2015",Leaked: What’s in Obama’s Pacific trade deal
3126,"July 1, 2015",Parliament to vote on TTIP next week
3127,"June 30, 2015",US trade vote puts TTIP on faster track
3128,"June 26, 2015",Next TTIP round in Brussels in July
3129,"June 24, 2015",Parliament’s trade committee to vote on TTIP Monday
3130,"June 23, 2015",Malmström predicts Canadian-EU trade deal by July
3131,"June 23, 2015",Senate salvages Obama trade agenda
3132,"June 22, 2015","Europe’s trade fears: chlorine chicken, secret courts"
3133,"June 19, 2015",Trade turnaround: House backs new power for Obama
3134,"June 18, 2015",House revives Obama trade effort
3135,"June 18, 2015","The transatlantic relationship: comfortable, if not sexy"
3136,"June 18, 2015",Asia-Pacific countries wring hands over trade delay
3137,"June 17, 2015",China to Trump: We’re not stealing jobs
3138,"June 16, 2015",Obama’s trade plan in critical condition
3139,"June 15, 2015",House Republicans eyeing another shot at trade bill
3140,"June 12, 2015",House casts gloom over Obama trade agenda
3141,"June 12, 2015",Democrats deal Obama huge defeat on trade
3142,"June 12, 2015",Pace of EU-U.S. trade talks rest on vote
3143,"June 11, 2015","In Europe, Jeb Bush sounds like Barack Obama"
3144,"June 11, 2015",U.S. Democrats threaten to sink Obama trade agenda
3145,"June 10, 2015",The TTIP blame game
3146,"June 9, 2015",Parliament postpones EU-U.S. trade vote
3147,"June 9, 2015",EU-U.S. trade vote comes down to the wire
3148,"June 4, 2015",Trade documents can stay secret
3149,"June 2, 2015",Trade war ahead of Parliament vote
3150,"May 31, 2015","House trade vote will be tight, like in 2001"
3151,"May 28, 2015",TTIP wins key panel vote
3152,"May 27, 2015",TTIP faces critical EU test
3153,"May 26, 2015",House GOP split jeopardizes trade deal
3154,"May 21, 2015",Obama trade bill clears big Senate hurdle
3155,"May 13, 2015",‘Fast-track’ setback a new woe for TTIP
3156,"May 13, 2015",MEPs battle over ‘conflict minerals’
3157,"May 12, 2015",Obama fails first test on trade
3158,"May 12, 2015",The Commission’s trade secrets
3159,"May 5, 2015",Malmström tries to break ISDS logjam
3160,"May 5, 2015",Malmström to unveil investment dispute plan for TTIP
3161,"May 4, 2015",Extreme secrecy eroding support for Obama’s Pacific trade pact
3162,"April 30, 2015",Obama trade bill in trouble
3163,"April 22, 2015",A GMO pitch everyone hates
3164,"April 22, 2015",EU not yet on board with drugmakers in trade talks
3165,"April 20, 2015",Trade pact right for U.S. and EU
3166,"April 20, 2015",Trade deal could open tap for European beers and wines
3167,"April 20, 2015",Wine flap bubbling up in trade talks
3168,"April 9, 2015",Generating momentum on TTIP
3169,"March 26, 2015",Malmström sets out priorities for EU trade
3170,"March 12, 2015",Socialists struggle over protection for investors
3171,"March 11, 2015",EU releases trade in services mandate
3172,"March 5, 2015","EU, Japan trade talks resume"
3173,"March 4, 2015",Merkel and Juncker aim to conclude TTIP this year
3174,"February 27, 2015",Trade talks with Japan inch ahead
3175,"February 12, 2015",What is at stake in TTIP talks?
3176,"February 6, 2015",European Commission proposes TTIP oversight mechanism
3177,"January 15, 2015",Push for trade deal with Vietnam
3178,"January 13, 2015",Protesters dominate consultation on US investment
3179,"January 7, 2015",EU ombudsman calls for greater TTIP transparency
3180,"January 6, 2015",Chinese solar sector under scrutiny again
3181,"December 12, 2014",Commission warns island groups over illegal fishing
3182,"December 11, 2014",Stop TTIP initiative gains over a million signatures
3183,"December 8, 2014",Illegal tobacco network shut down
3184,"December 4, 2014",West African trade deal to be signed
3185,"November 21, 2014","Ambitious US trade deal needed, EU says"
3186,"November 20, 2014",Commission under fire from trade ministers
3187,"October 30, 2014",Trade committee to discuss metals and minerals
3188,"October 24, 2014",EU prolongs trade benefits for Ukraine
3189,"October 22, 2014",Members states warn Juncker against ISDS concessions
3190,"October 9, 2014",EU publishes TTIP mandate
3191,"October 8, 2014",Russia and US politics unsettle TTIP talks
3192,"October 2, 2014",EU introduces tariffs on goods from Kenya
3193,"September 29, 2014",Cecilia Malmström’s confirmation hearing – as it happened
3194,"September 16, 2014",Two deputy directors-general for trade appointed
3195,"September 11, 2014",EU rejects citizens’ petition against US trade deal
3196,"August 22, 2014",WTO rules against Argentina’s import restrictions
3197,"August 18, 2014",EU trade with Russia hit by Ukraine tensions
3198,"August 14, 2014",Text of EU-Canada trade deal leaked
3199,"August 8, 2014",WTO rules against China in rare earths restrictions case
3200,"August 6, 2014",EU and Canada settle details of trade deal
3201,"July 24, 2014",EU strikes second regional trade deal in Africa
3202,"July 24, 2014",TTIP tries to weather the mid-way squalls
3203,"July 18, 2014",Sixth round of TTIP talks end
3204,"July 18, 2014","South Africa, Angola agree EU trade deal"
3205,"July 17, 2014",EU strikes trade deal with Ecuador
3206,"July 11, 2014",West Africa on cusp of EU trade deal
3207,"July 10, 2014",TTIP talks enter sixth round
3208,"July 3, 2014",MEP wins ECJ fight with Council on transparency
3209,"July 3, 2014",Turkey presses for TTIP role
3210,"June 25, 2014",Japan given all-clear for EU trade talks
3211,"June 17, 2014",EU and China resume investment talks
3212,"May 29, 2014",Russia forges ‘epoch-making’ Eurasian Economic Union
3213,"May 28, 2014",De Gucht stands by tactics on trade defence measures
3214,"May 22, 2014",EU-Russia trade battles grow
3215,"May 21, 2014",An election to determine the future of EU-US trade
3216,"May 7, 2014",Japan in limbo over trade talks
3217,"May 7, 2014",Japan sets sights on EU trade deal in 2015
3218,"April 25, 2014",Japan’s prime minister visits Brussels
3219,"April 23, 2014",What the Parliament achieved in 2009-14
3220,"April 15, 2014",The uncertain future of transatlantic trade
3221,"April 15, 2014",EU and US bound together by mutual investment
3222,"April 15, 2014","Germans and Americans support free trade, but distrust remains"
3223,"April 9, 2014",First offers in EU-Japan talks
3224,"April 4, 2014",Clearing away the single market’s barriers
3225,"April 2, 2014",US ambassador invites dialogue on TTIP
3226,"April 2, 2014",European Commission makes its case for EU-US investment deal
3227,"April 2, 2014",Xi pushes for free-trade deal with EU
3228,"March 25, 2014",RAPEX continues to find dangerous clothes and toys
3229,"March 24, 2014","China, EU end wine battle"
3230,"March 19, 2014",Deal on minimum price for solar panel component
3231,"March 19, 2014",No chance of EU-US trade deal in 2014
3232,"March 14, 2014",TTIP round ends with mixed messages
3233,"March 12, 2014","US lacks ambition, says De Gucht"
3234,"March 5, 2014",EU ‘ready to sign trade deal’
3235,"February 26, 2014",Rousseff expresses strong will to complete EU-Mercosur trade deal
3236,"February 19, 2014",Transatlantic trade talks should “step up a gear”
3237,"February 19, 2014",The post-Bali trade strategy
3238,"February 18, 2014","EU, US entering ‘heart’ of trade talks"
3239,"February 6, 2014",Commission on brink of major trade deal in Africa
3240,"January 29, 2014",Transatlantic trade talks to be more transparent?
3241,"January 29, 2014",EU offers trade deal to improve relations with Russia
3242,"January 29, 2014",Product displacement
3243,"January 28, 2014",EU pushes financial regulation in US trade talks
3244,"January 22, 2014",The regionalisation of trade
3245,"January 22, 2014",Out of the doldrums
3246,"January 22, 2014",Transatlantic ambitions
3247,"January 22, 2014",Building BRICS of growth
3248,"January 22, 2014",Parliament becomes a major player
3249,"January 22, 2014","New energy, but how far and fast?"
3250,"January 21, 2014",Part of US free trade talks put on hold
3251,"January 15, 2014",Striking a balance on trade
3252,"December 18, 2013",EU prepares to take stock of US trade talks
3253,"December 16, 2013",EU offers ‘unprecedented’ support for Middle East peace deal
3254,"December 13, 2013",Ukraine poised to sign deals with Russia
3255,"December 9, 2013",Go fish – but not in Western Sahara
3256,"December 9, 2013",EU welcomes Bali trade deal
3257,"December 4, 2013",Energy and investment protection proving tricky issues in trade talks
3258,"November 27, 2013",Final push for global trade deal
3259,"November 27, 2013",Renewed push for EU-Japan trade deal
3260,"November 27, 2013",EU and China launch talks on investment agreement
3261,"November 23, 2013",Russia behind Ukraine U-turn on EU
3262,"November 20, 2013",EU moves to protect trade secrets
3263,"November 20, 2013",TTIP talks back on track
3264,"November 20, 2013",Setting the rules for global trade
3265,"November 15, 2013","US, EU upbeat after trade talks"
3266,"November 13, 2013",Ukraine falters in last stage of race to sign deals with the EU
3267,"November 13, 2013",Trade deal boost
3268,"November 13, 2013",German trade surplus under Commission microscope
3269,"November 6, 2013",Delayed US trade talks to get under way
3270,"October 23, 2013",Transatlantic trade talks delayed
3271,"October 18, 2013",Canada strikes trade deal with EU
3272,"October 16, 2013",Commission challenges Russia over ban on Lithuanian goods
